provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,weaptype1_txt,weapsubtype1_txt
Khyber Pakhtunkhwa,Pushtakhara,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,house of local elder Rahimdad Khan,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Bara Shaikhan,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Frontier Constabulary (FC),Checkpost,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Sindh,Karachi,Assassination,Violent Political Party,109,Party Official/Candidate/Other Personnel,Pakistan People's Party (PPP),Member: Sardar Imam Bux Baloch,Pakistan,Firearms,Unknown Gun Type
Balochistan,Sohbatpur,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Sindh,Karachi,Bombing/Explosion,Government (Diplomatic),46,Embassy/Consulate,Chinese Ministry of Foreign Affairs,Consulate,China,Explosives/Bombs/Dynamite,Vehicle
Sindh,Karachi,Bombing/Explosion,Government (Diplomatic),46,Embassy/Consulate,Chinese Ministry of Foreign Affairs,Consulate,China,Explosives/Bombs/Dynamite,Vehicle
Khyber Pakhtunkhwa,Baja,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,CD shops,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Tank,Bombing/Explosion,Business,6,Medical/Pharmaceutical,Unknown,Clinic,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Sheringal,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Datta Khel,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Hayatabad,Bombing/Explosion,Private Citizens & Property,84,Political Party Member/Rally,Pakistan People's Party: Sherpao (PPP-S),President: Aftab Ahmad Khan Sherpao,Pakistan,Explosives/Bombs/Dynamite,Grenade
Khyber Pakhtunkhwa,Jamrud,Armed Assault,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Supply Convoy,International,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Landi Kotal,Armed Assault,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Supply Convoy,International,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Business,8,Hotel/Resort,Haji Zahoor Hotel,Hotel,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Quetta,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)","Pakistani Ministry of Education, Trainings and Standards in Higher Education",Deputy Director of Schools: Abrar Hussain Ahmed,Pakistan,Firearms,Handgun
Khyber Pakhtunkhwa,Badaber,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Government Primary School for Girls,School Building,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Barawal,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,.
Federally Administered Tribal Areas,Badami,Bombing/Explosion,Military,39,Paramilitary,Frontier Corps (FC),Soldiers,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Nawazish,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,.
Federally Administered Tribal Areas,Dabori,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Frontier Corps (FC),Checkpost,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Sepaye,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Mandeu,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Hujra of Civilian: Noor Muhammad,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Pashat,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Salarzai Aman Lashkar,Members,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Khyber Pakhtunkhwa,Mardan,Armed Assault,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),Party Worker: Khurshid,Pakistan,Firearms,Automatic Weapon
Khyber Pakhtunkhwa,Sodher,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Government of Pakistan,Girls' Primary School,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Gadap,Armed Assault,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",World Health Organization (WHO),Community Worker: Muhammad Ishaq,International,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Mansehra,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,CD Shop,Pakistan,Explosives/Bombs/Dynamite,Time Fuse
Khyber Pakhtunkhwa,Hangu,Armed Assault,Business,1,Gas/Oil,Unknown,Oil Tanker,Pakistan,Firearms,Unknown Gun Type
Balochistan,Sariab,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Police Station,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Quetta,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Pakistani Ministry of Information and Broadcasting,Provincial Minister: Muhammad Yunus Mallazai,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Rangers,Two intelligence officers,Pakistan,Firearms,Automatic Weapon
Khyber Pakhtunkhwa,Hayatabad,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Checkpost,Pakistan,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Fida Muhammad Primary School,School,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Badaber,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Government of Pakistan,Boys' Primary School,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Punjab,Lahore,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Fruit Market,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Punjab,Lahore,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Fruit Market,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Punjab,Multan,Bombing/Explosion,Transportation,99,Bus (excluding tourists),Unknown,Bus,.,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being)
Balochistan,Kahan,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Kaddi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Government Girls Primary School No. 2,School,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Dabori,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Firearms,Automatic Weapon
Balochistan,Hub,Bombing/Explosion,Private Citizens & Property,69,Religion Identified,Not Applicable,Pilgrims,Pakistan,Explosives/Bombs/Dynamite,Grenade
Khyber Pakhtunkhwa,Charsadda,Bombing/Explosion,NGO,62,International NGO,Helping Hand,Employees,International,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Government Haji Abdur Rahim School,School,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Punjab,Hanjarwal,Bombing/Explosion,Police,25,Police Security Forces/Officers,Pakistani Police,Deputy Superintendent of Police: Khalid Sohail,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Hangu,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Patrol: Office Khan Faraz,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Manato,Unknown,Military,36,Military Checkpoint,Pakistan Armed Forces,Checkpoint,Pakistan,Unknown,.
Khyber Pakhtunkhwa,Swat,Assassination,Private Citizens & Property,82,Labor Union Related,Swat Qaumi Jirga,Zahid Khan,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Maidan,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,police officials,Pakistan,Firearms,Unknown Gun Type
Balochistan,Kili Karak,Armed Assault,Religious Figures/Institutions,85,Religious Figure,Unknown,Prayer Leader: Maulvi Abdul Hakeem,Pakistan,Firearms,Unknown Gun Type
Balochistan,Hub,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Patrol,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Quetta,Bombing/Explosion,Business,8,Hotel/Resort,Unknown,Hotel,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Quetta,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Khyber Pakhtunkhwa,Nasir Bagh,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Khyber Pakhtunkhwa Department of Livestock and Dairy Development,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Gilgit-Baltistan,Minawar,Bombing/Explosion,Transportation,99,Bus (excluding tourists),Unknown,Bus,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Ornach,Facility/Infrastructure Attack,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Supply Containers,International,Firearms,Unknown Gun Type
Balochistan,Faizabad,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Sindh,North Nazimabad,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Rangers,Headquarters,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Jamrud,Armed Assault,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),supply truck driver,International,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Mir Asghar Mela,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Checkpoint,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Mosozai,Armed Assault,Military,36,Military Checkpoint,Pakistan Armed Forces,Checkpoint,Pakistan,Firearms,Unknown Gun Type
Balochistan,Turbat,Bombing/Explosion,Police,25,Police Security Forces/Officers,Balochistan Constabulary,Officers,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Bara,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Jamrud,Bombing/Explosion,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),supply convoy,International,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Gardibagh,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Sheikhan,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Frontier Constabulary (FC),Post,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Badaber,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldiers,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Layyah,Bombing/Explosion,Business,1,Gas/Oil,Unknown,Oil Tanker,Pakistan,Explosives/Bombs/Dynamite,Time Fuse
Khyber Pakhtunkhwa,Sunai Darra,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Hayatabad,Bombing/Explosion,Military,39,Paramilitary,Frontier Corps (FC),Soldiers,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Sindh,Karachi,Bombing/Explosion,Violent Political Party,109,Party Official/Candidate/Other Personnel,Pakistan People's Party (PPP),Members,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Hub,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Mashkai Tehsil,Unknown,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Police Station,Pakistan,Unknown,.
Khyber Pakhtunkhwa,Bin Shahi Man Kandao,Armed Assault,Military,36,Military Checkpoint,Pakistan Armed Forces,Checkpoint,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Sindh,Karachi,Armed Assault,Religious Figures/Institutions,87,Affiliated Institution,Sunni Tehreek,Ulema Board Members,Pakistan,Firearms,Unknown Gun Type
Balochistan,Mal Shahorai,Armed Assault,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Trcuk,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Scheme Chowk,Bombing/Explosion,Business,6,Medical/Pharmaceutical,Qureishi Welfare Trust Hospital,Hospital,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Barkhan,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Mattani,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Federally Administered Tribal Areas,Qandharo,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Joint Convoy,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Matin Kore,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Government of Pakistan,Girls' Middle School,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Sandu Khel,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Unit,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Sindh,Karachi,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Gulistan,Bombing/Explosion,Utilities,107,Electricity,WAPDA Grid Station,WAPDA Grid Station,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Dasht,Facility/Infrastructure Attack,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),supply container,International,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,69,Religion Identified,Not Applicable,Shiite Pilgrims,Pakistan,Firearms,Unknown Gun Type
Balochistan,Kuchlak,Bombing/Explosion,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),Members,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Federally Administered Tribal Areas,Takhta Baig,Bombing/Explosion,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Abdullah Jan,Afghanistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Feroz Khel,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Shops,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Industrial Estate,Bombing/Explosion,Police,25,Police Security Forces/Officers,Frontier Constabulary (FC),Officers,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Shahu Khel,Bombing/Explosion,Religious Figures/Institutions,85,Religious Figure,Unknown,Cleric: Maulana Aziz,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Kolpur,Armed Assault,Transportation,100,Train/Train Tracks/Trolley,Bolan Mail train,Train,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Quetta,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Police Station,Pakistan,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Meelwat,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkar,Members,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Dera Ismail Khan,Armed Assault,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Members,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Mian Mandi,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Sheikhan,Hijacking,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Car,Pakistan,Firearms,Unknown Gun Type
Balochistan,Dera Bugti,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Convoy,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Federally Administered Tribal Areas,Mir Ali,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Joint Convoy,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Bannu,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Joint Convoy,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Panjgur,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Camp,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Kalat,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
